type	sen
【伤感语句】	 ?他只字未提我爱你，她却句句都是我愿意。
【伤感语句】	 ?笑容可以瞒过别人，可心痛却骗不了自己。
【伤感语句】	 ?我假装无所谓，寂寞却一直掉眼泪。
【伤感语句】	 ?你伤心的时候还有我，而我难过的时候还是只有我!
【伤感语句】	 ?“在。”“嗯。”“在干嘛?”“听歌。”“哦”“嗯。”看懂的，经历的，请说话。
【伤感语句】	 ?雨水落下来是因为天空无法承受它的重量，眼泪掉下来是因为心再也无法承受那样的伤痛。
【伤感语句】	 ?你是风是雾是鸟是酒馆，唯独不是归宿。
【伤感语句】	 ?给你讲一朵山茶花的故事，你淡淡的说了一句我喜欢玫瑰。
【伤感语句】	 ?后来，我也不知道是在找对象还是在找你的影子。
【伤感语句】	 ?说不出的话叫心事，留不住的人叫故事。
【伤感语句】	 ?就让我成为深山处目不识丁的哑女，一萝筐心事随着岁月守口如瓶。
【伤感语句】	 ?所有的借口都是在逃避而已，所有的难过也会随波逐流。
【伤感语句】	 ?我们总是在最美的时间遇到了不应该遇到的人而爱得好深。
【伤感语句】	 ?世界上有许多圈子，其中的一些我注定无法融入，其中一些人的心我注定无法走入。
【伤感语句】	 有时候我可以选择装傻，但你别以为我真傻。
【伤感语句】	 ?我已经忘了当初的样子，连怀念都没有证据。
【伤感语句】	 ?不谈感情不谈落魄杯酒下肚一醉方休。
【伤感语句】	 ?你一副不缺我的样子让我怎敢深拥你。
【伤感语句】	 ?疏远的原因大概是我需要你的时候而你恰好都不在。
【伤感语句】	 ?后来我熬夜成瘾，终于习惯了没有人关心。
【伤感语句】	 ?至少我还有力气笑着对你说我过得很好。
【伤感语句】	 ?我们都在淡化这段感情，你选择新欢，我选择时间。
【伤感语句】	 ?你是让我笑得最灿烂哭得最透彻的人。
【伤感语句】	 ?她成熟了懂事了不胡闹了可是也不爱笑了。
【伤感语句】	 ?我这般爱闹的性子终究也被打磨成如今这副寡言寡语的模样。
【伤感语句】	 ?抽烟的姿势越来越熟练，爱人也越来越随便，从当时的三杯倒到现在喝不醉，这是堕落不是成长。
【伤感语句】	 这世界上最难熬的，并不是等爱的过程，而是等爱消失的过程。
【伤感语句】	 ?有时候，不小心知道了一些事，才发现自己所在乎的事是那么可笑。
【伤感语句】	 ?女生随便的一句没事，殊不知背后隐藏着多少的无奈和辛酸。
【伤感语句】	 ?再对我笑一次吧，就像初见时那样。
【伤感语句】	 ?有时候并非是活在自己的世界里，谁也不爱，而是心里仍然爱着那个人，始终无法向爱靠近。
【伤感语句】	 ?你从未见过我为你哭的喘不过气的样子。
【伤感语句】	 ?我不确定自己能用多少时间把你忘了，也不敢保证我就能真的把你忘了，我只能像现在这样，不吵不闹，不悲不喜，安安静静的与你，再无交集。
【伤感语句】	 ?那些我们所相信过的诺言，终于还是成了一记耳光，啪的一声扇在了自己脸上。你始终都会是我的软肋，却永远都不会是我铠甲。
【伤感语句】	 ?后来我们都很干脆，你没有回头，我没有挽留。从此成为陌路，音信全无。
【伤感语句】	 ?越是缺乏安全感的人，越是很难开口去要求什么，明明想要一个拥抱，却不愿意说，偏偏装作要走的样子，明明爱的毫无保留，开口就变成，不如我们算了吧。
【伤感语句】	 ?爱得那么忐忑，伤得那么透彻。你永远不知道那个爱你的人，为你胡思乱想的时候有多难受。
【伤感语句】	 ?我们总是在错误的时间，错误的地点，懵懵然就爱上那个人，然后，不得不用尽一生，遗忘。
【伤感语句】	 ?只有等到物是人非之后，人才会懂得怀念;总是在我们最不懂的时候，错过最真的东西。
【伤感语句】	 ?人永远不知道，谁哪次不经意地跟你说了声“再见”之后，就真的再也不见了。
【伤感语句】	 ?两个注定走不到一起的人，为什么会安排他们相遇。
【伤感语句】	 ?后来，我们什么都有了，却没有了我们。
【伤感语句】	 ?时光匆匆，谁是谁的地老，谁又是谁的天荒?谁许了谁朝朝暮暮?
【伤感语句】	 ?有时候，虽然能想明白，但心里就是接受不了。大道理人人都懂，小情绪却难以自控。
【伤感语句】	 ?我算什么呢，算你流浪途中遇见的煞风景吗?
【伤感语句】	 因为我明白了世间沧桑，所以我选择了流浪四方……——绝望
【伤感语句】	" 1、我试过销声匿迹，最终也无人问及。有时候，明明心如刀割，却要灿烂的微笑，明明很脆弱，却表现的如此坚强，明明受了委屈还得强颜欢笑，眼泪在眼里打转，却告诉每个人我很好。
2、我的不开心，我的难受，我都尽量留给了自己，我也从不指望任何人心疼我，为我扛下所有。好像每次都是这样，没有例外。在我们最需要有一个人去依靠的时候，往往到最后都是自己一个人挺过去。
3、你有没有试过回过头去看你跟一个人的聊天记录，从一开始到现在。看着看着就笑了，笑着笑着就哭了。一个人，从陌生走近你，然后再陌生，自始至终。
4、所有人都觉得你有数不清的暧昧关系，只有你自己知道你孤独得像条狗。后来我习惯了一个人的生活，习惯了不再表露难过，习惯了不再把心事诉说，也习惯了你不再爱我。
5、一个人的世界，一个人听歌，一个人走路，一个人喝酒，一个人难过，一个人开心，一个人自言自语，一个人自哼自唱，一个人等待月落晨起，一个人走过风风雨雨，一个人生活着，真的很寂寞，很孤单。
6、疯过，傻过，执着过，坚持过，忍耐过，到最后还是一个人过。安静的时候，会想起你，会想起以前一起说过的话，一起走过的路，一起的所有一切，一个人会傻笑，然后是无比的心痛。
7、多想告诉你，其实我过得没那么好，还是会经常想你，经常梦见你，只是时间让我学会了闭嘴。因为我知道，很多路都要一个人走，孤独才是人生的常态，熬过去就好。
8、我不是一个坚强的人，但是我知道，有些时候，除了坚强，别无选择。时间没有等我，是你忘了带我走，我们就这样迷散在陌生的风雨里，从此天各一方，两两相忘。
9、那些以前说着永不分离的人，早已经散落在天涯了。突然间想起某个人，一阵傻笑，然后，一阵失落。然而，多少你以为永远不会背叛你的人，就是利用了你的以为。
10、打一个巴掌，再给一颗糖，反反复复，你什么时候才明白，他只是没那么喜欢你。你永远也看不到我最寂寞时候的样子，因为只有你不在我身边的时候，我才最寂寞。"
【伤感语句】	 ?他放开她的手、说了分手。她强忍泪水，说：我们最后拍一次照好么?他答应了。。拍照时，她笑的狠美。男生很疑惑，她却说：因为3年前你说我拍照没有表情，结婚会不漂亮。所以、我一直在练习微笑。为了我们结婚那天!
【伤感语句】	 ?派大星：“嗨，海绵宝宝，我们去抓水母吧。”海绵宝宝：“对不起，今天不行，我要上学。”派大星：“如果你去上学的话，我今天该干点什么?”海绵宝宝：“我不知道，一般我不在家的时候，你都干些什么啊?”派大星：“等你回来。”
【伤感语句】	 ?她总笑他：老头子，这么多年，你都没改掉赖床的习惯。他每次都答：我喜欢听你每天喊我起床。直至一天她与邻居聊天，老姐妹说笑道：你呀，真有福气，晚上睡不着你家那口子就整夜陪着你散步，羡慕死旁人了。回家逼问他才知，原来自己一直有梦游症。当爱成习惯，已无需倾尽告之。
【伤感语句】	 ?他们因为误会，分道扬镳。如今，在繁华的闹市，他们迎面擦过。她望着他，他望着她，眼睛清澈明亮。男友问：他是谁啊?一直望着你。他的女友也问道。我们，不约而同的答道：路人。
【伤感语句】	 ?家里买了一台大电视，我想放客厅，可老妈想放他们卧室，一直争执不下，最后还是老妈妥协了。很多年过去了，有天老妈发信息：电视放我和你爸卧室其实是想让你能来我们屋看，这样可以多陪陪我们……当即释怀，忍不住大哭。
【伤感语句】	 ?我问老公：“如果是我得了绝症，你会给我治吗?”老公快睡着了，迷迷糊糊说：“别瞎说……倾家荡产也得治!”我说：“如果你得了呢?”老公：“那就不治了。剩下你一个人，挣钱不容易。”
【伤感语句】	 ?姥爷去世了。妈妈平静地处理完后事，晚上回来她栽倒在床上抽泣道：“女儿，你知道吗，妈妈没有爸爸了……”我顿时心酸至极。
【伤感语句】	 ?5岁：“妈妈，烧红烧肉吧。”“行，烧。”15岁：“妈妈，别烧红烧肉了，换换味道。”“行，买别的菜。”35岁：“儿子，啥时候回家吃一顿啊?妈给做红烧肉。”“不行，最近忙。”50岁：“妈妈今天路过你家，给你带红烧肉。”“不行，今天不在家。”70岁：“妈，我想吃红烧肉。”再也没有妈妈的声音……
【伤感语句】	 ?一人高中时沉迷网络，时常半夜翻墙出校上网。一日他照例翻墙，翻到一半即拔足狂奔而归，面色古怪，问之不语。从此认真读书，不再上网，学校盛传他见鬼了。后来他考上名校，昔日同学问及此事，他沉默良久说，那天父亲来送生活费，舍不得住旅馆，在墙下坐了一夜。
【伤感语句】	 ?如果哪天你真的撑不住了，眼睛红红的站在我面前，你什么都不用说，我也什么都不会问，我带你走，无论去哪，就算全世界离开你，还有我。
【伤感语句】	 ?很难过吧，有几百页聊天记录的人说离开就离开了。你有没有试过回头去看你跟一个人的聊天记录，从一开始到现在。看着看着就笑了，笑着笑着就哭了。一个人，从陌生走近你，然后再陌生，这大概就是你和他的全部了。
【伤感语句】	 ?如果相爱太难，那我就祝你幸福。
【伤感语句】	 ?你所谓的感同身受不过是隔岸观火。
【伤感语句】	 ?我们都太年轻了，遇见了也抓不住的。
【伤感语句】	 ?你给了我什么，一场空欢喜，一场意难平。
【伤感语句】	 ?看穿不说穿，朋友继续做。
【伤感语句】	 ?藏匿在黑夜里，没有人看到你的悲喜，梦里你哭的很大声，早晨太阳亲吻着你的脸，你对镜子微笑，假装每一天都很快乐。
【伤感语句】	 ?其实，生活本就如此，只要还能哭，能笑，就没什么大不了的。
【伤感语句】	 ?可惜喜欢就像乘法一样，只要一方为零，结果便为零。
【伤感语句】	 ?我能有多坚强?我又没有比别人多一颗心脏。
【伤感语句】	 ?原来自己以为可以天长地久的友情，不过是我一个人的苦心经营。
【伤感语句】	 ?心酸纵有千百种，沉默不语最难过。
【伤感语句】	 ?敏感的人真惨啊，对方一有点不一样，就忍不住的开始胡思乱想，自己也知道这样不对，可就是控制不住，就是会在意啊，最后别人不理解，自己一身伤。
【优美语句】	 ?那些抹不去的笑脸，回不去的日子，叫时光。那些看过的海，落下的夕阳，叫时光。那些牵过的手，留下的泪，也叫时光。再见，时光。再也不见。
【优美语句】	 ?对在乎你牵挂你为你哭的人好一点，别哪天一梦醒来发现在数星星的时候把月亮弄丢了。
【优美语句】	 ?一个人在恋爱时最能表现出天性中崇高的品质。这就是为什么爱情小说永远受人欢迎——不论古今中外都一样。
【优美语句】	 ?隐约雷鸣，阴霾天空。但盼风雨来，能留你在此.隐约雷鸣，阴霾天空。即使天无雨，我亦留此地。
【优美语句】	 ?现在想来，当时的我一定也在蹒跚地寻找自己的脚步。哪一天，如果我能走的更稳更远了，就去见你。
【优美语句】	 ?每晚临睡前，每天睁开眼的瞬间，不知不觉，我都在祈盼雨天，祈盼雨天，祈盼和那个人，再次相会。在我看来，她仿佛代言了这整个世界的秘密。
【优美语句】	 ?要关怀对自己来说重要的人，要变得温柔和强大。就算哪天突然孤身一人，也能平静地活下去，不至于崩溃。
【优美语句】	 ?小时候，天空分明触手可及，于是喜欢上雨，因它带来天空的气味。
【优美语句】	 ?为你，我愿化成一座做石桥，经受五百年的风吹雨打，只求你从桥上走过，等你的一眼回眸。 宇宙洪荒，泪不尽遗世风霜。流年末世，此生痴守为一人。
【优美语句】	 ?岁月的暖，漫过时间的河，抚过久闭的心扉，我在时光斑驳深处，聆听到花开的声音。
【优美语句】	 ?我们总是在注意错过太多，却不注意自己拥有多少。
【优美语句】	 ?我是一个经常笑的人，可我不是经常开心的人。
【优美语句】	 ?不要说，这世上没个好男人了，不要去记恨那个抛弃你的人，毕竟曾经爱过你，疼过你，宽容会让你更美丽。
【优美语句】	 ?有时候，我会觉得什么都是假的，但这并不妨碍我发自内心地相信，并爱着这个世界。
【优美语句】	 ?有时候我在街上走，忽然就很害怕遇到你。我现在这个模样，还是完全不知道如何面对你。
【优美语句】	 ?你要赶快来爱我，等我变成长颈鹿，你就只能够到我的膝盖了。
【优美语句】	 ?爱和喜欢是同义词么?不过，爱一朵花就为她浇水。喜欢一朵花就把她摘下来。喜欢和讨厌是反义词么?喜欢一朵花就把她摘下来。讨厌一朵花也会把她摘下来。
【优美语句】	 ?你知道，这世界如此寂寞。没有按下的发送键，季风的转向，云雨的流动和鸟的迁徙。以及，没有对你说出口的，再见。
【优美语句】	 ?不管昨夜经历了怎样的泣不成声，早晨醒来这个城市依然车水马龙。
【优美语句】	 ?可能我只是你生命里的一个过客，但你不会遇见第二个我。
【优美语句】	 ?很久以后，那些好极了和糟透了的时刻我们都会忘记，唯一真实和难忘的是，我们抬头挺胸走过的人生。
【优美语句】	 ?想找个保鲜盒，把你给我的那些感动都装起来，当我不那么喜欢你的时候，就拿出来回味一下。
【优美语句】	 ?有一种就像是拥有独立生命的喜悦常常不分场合地找到我，像太阳总在我们看不见它的时候升起来那样，这喜悦也总是猝不及防地就把我推到光天化日之下，让我在某个瞬间可以和任何人化干戈为玉帛。与谅解无关，与宽容无关，我只不过是快乐。
【优美语句】	 ?因为你是这个世界上最干净的，最温暖的，最柔软的，我不能用那些通用的所谓聪明来解释你，来对待你，来敷衍你。曾经你是我的理想，可是后来我终于发现，我自己的理想原来不过如此，和所有人的一样没什么了不起，和所有人的一样不堪一击。但是你依然是你，你还在那儿，你绽放着，你比任何一种理想都要有血有肉，都要生机勃勃。
【优美语句】	 ?人类虽然聪明，但是有个最大的弱点，就是出于习惯忘记了初心。
【优美语句】	 ?命运使我们两个会于一堂，其他一概不提。
【优美语句】	 ?你是对的人，不得不承认。
【优美语句】	 ?不论是公转还是自转，  涨潮还是退潮。不论是暖流改变气温带来鱼群，还是海水淹没岛屿失去踪迹。不论是我的世界车水马龙繁华盛世，还是它们瞬间都化为须臾。我都会坚定的走向你。不迷惑，不慌张，不犹豫。
【优美语句】	 ?你的一声“晚安”抵得过我四百八十万刹那的思念，晚安，我爱的你。
【优美语句】	 ?想用余生为你暖一盏茶，微风扬起时，别忘了归家。
【优美语句】	 ?虽然我清心寡欲总说情爱没有什么意思，但仍然希望你永远贪恋我。
【优美语句】	 ?曾经，我以为我们这一生很长很长，总会爱很多的人，后来才发现，不管时间如何张牙舞爪，光阴如何死去活来，最后你记忆里所能铭记的爱人其实只有两个，一个他爱你，一个你爱他。
【优美语句】	 ?如果爱情不能使一个人变成平常不会出现的那一个人，那么爱情的魔力也未免太小了。不是我们日夜祈手祷盼的，那种够资格称为爱情的爱情。
【优美语句】	 ?这时候还年轻得很，想着要在未来的某一天，去吹吹伊豆庭院里的风，去太平山顶俯瞰维多利亚港的夜，将红?|码头，万家灯火尽收眼底。这时候还年轻得很，躺下来看看天空呀，就觉得未来于我还是无限明朗，无限风光。
【优美语句】	 ?我把那些不足为道、存有顾虑的情绪都设置为「仅自己可见」。
【优美语句】	 ?尽管我们交谈甚浅，但我还是想带着我那仅知道的，你的一点习惯和爱好，在和你这么近的这里沉默地生活。
【优美语句】	 ?你呀，就像书里被折了角的那一页。翻是翻过去了，只不过很快又能找到。
【优美语句】	 ?想了想，如果在好事即将发生时，我却提前弃权了，那可真是太亏了。
【优美语句】	 ?小时候哭是觉得自己太委屈，长大了哭是对自己太失望。
【优美语句】	 ?结果没出来，谁知道呢?人生不是有那么多的可能性吗?我相信你，同样的，你也要加油。
【优美语句】	 ?最喜欢今天天空的蓝了，极淡的颜色像是童年记忆里醇醇的酸奶和棒冰。云也很多，成团或分散地在头顶上方翻卷缠绵。多想向机器猫要一根竹蜻蜓睡在云里啊。
【优美语句】	 ?希望迈过这道坎后，那些心有不甘却力所不及的日子也能够变得有意义。
【优美语句】	 ?都说一切随缘，可碰到心动的人还是忍不住多努力一把。
【优美语句】	 ?如果自己不想积极认真地生活，不管得到什么样的回答都没有用。
【优美语句】	 ?下雨天真好，这世间的嘈杂在这一刻都被雨声覆盖，让人有了片刻宁静。
【优美语句】	 ?人在不断成长中最重要的事是学会喜欢自己吧。
【优美语句】	 ?热是熟悉的，粘腻的风更不必说。这里好像一直保持最初的质朴，滞留了摇曳的树叶，晃也不晃的深绿草丛。
【优美语句】	 我有很温柔的一面，也有很凶的一千七百二十一面。
【优美语句】	 ?他会出现的吧，只是那些数不尽的美好瞬间，夏日傍晚的烧烤摊儿、新开的甜品店，人潮拥挤的街头，就这样被我一个人匆匆路过。
【优美语句】	 ?我们都有很多面啊，阴暗的，沉默的，孤独悲恸的那些，仅仅是忽尔忽时地抵抗都已筋疲力尽，因而像风，像山月，像野墟炊烟，与夜色相伴。
【优美语句】	 ?少年有他的山海，有他的重重山影，有他的万里波涛。如果可以，风给他，沙漠给他，天空也给他。是无拘无束的风，会下大雨的沙漠，和铺满星辰的天空。万物给他，让他自由。
【优美语句】	 ?总是突然地开心，又突然间失去了所有兴致。
【优美语句】	 ?说不定随心所欲的生活更顺风顺水呢。
【优美语句】	 ?我注视着他的脸欣赏了好久，像黄昏的天色那样温柔和明朗。
【优美语句】	 ?有时遥不可及才是最好的距离，没有期待，没有妄想。
【优美语句】	 ?遇到温柔的人，还是会忍不住想靠近。
【优美语句】	 ?你喜欢的人身上，是不是也有一种特别的味道。不是某种特定香水的味道，是他自带的味道，混杂着沐浴露的清香，让你一闻到就知道那是他，会让你觉得很熟悉，很干净，像是午后的太阳，炽热温暖却也干净纯粹。
【优美语句】	 ?你看我说过永远爱你，永远的概念是什么呢，可能是一世纪，也可能是一瞬间。所以我决定不要永远爱你了，因为永远有太多的不确定性了，我要每时每刻每分每秒都爱你，直到我的爱枯竭，再也无法爱上除了你的其他人。
【优美语句】	 ?想要穿白衬衣，想要变干净，想要让你想到我就联想起盛夏白瓷和碎冰碰壁，想你想我时，嗅到凌晨四点挂着露水的蔷薇花。
【优美语句】	 ?那些彼此牵挂的人最后都会回到同一个星球。
【优美语句】	 ?最心动的就是你在宿舍楼下等我的样子，白衣青树还有一只小橘猫，我奔向你就像奔向未来。
【优美语句】	 ?反思一下，做了什么，让我这么喜欢你。
【优美语句】	 ?众人皆挣扎，无人高一等。
【优美语句】	 ?我其实很开心的，对啊，因为我的心上开了一个小洞，所有的事情都会不见了。
【优美语句】	 ?许多年前，当你踏着星光走来，走到离月亮只有几公尺的礁石上，你不爱这片呼啸的大海，你更倾心几公尺之外的圆盘;许多年后，你发现这几公尺的距离，走折了你的背影，走白了你的黑发，你坐在这片海滩之上，潮汐想温暖你的双脚，请你低头看一看这片海吧。
【优美语句】	 ?我打算把喜欢自己，当成最紧要的事情放在心上。
【优美语句】	 ?烧柴火真的很有意思，总有火光暗沉的时候，你希望它火光长燃，一个劲儿地添柴加火，就好像生活每每遇到低谷让人绝望的时候所有的鼓舞又让人对明日充满期许。
【优美语句】	 ?我们随时都可以撤。我们始终忠于自己的内心。尝试就是最好的结果。
【优美语句】	 ?比起含糊不清的话语，比起简单潦草的约定，更渴望你掌心的温暖。
【优美语句】	 ?忙碌并不等于有意义，人生不过一场虚无，可人生也赋予我们自由，去反思，去得到意义。
【优美语句】	 ?有时候我们难免过于相信自己的感觉。后来某个瞬间才恍然大悟，有些事其实是自己想错了。有点失望，但也因这失望离真实的对方更近了一点。
【优美语句】	 ?应该算得上幸运了啊。每天所发愁的只是懵懂的少女心事，没有生存的压力，每天都能见到喜欢的人，每天都有开心的事。
【优美语句】	 ?舆论真是个神奇的事情。不知怎么产生的，慢慢地开始流传，接着变成人们心里的真相。
【优美语句】	 ?爱你实在是一件满心欢喜的事情，忍不住偷偷地回应你：在千千万万的温柔的小事情里，我的心里确认过了千千万万次「嗯就是你了」。
【优美语句】	 ?河水为什么冰凉?因为想起了，曾被雪爱恋的日子。
【优美语句】	 ?得把想做的事情都提上日程才行。
【优美语句】	 ?人生值得欣慰之处便是，每一天都有结束的时候。今天亦不例外。
【优美语句】	 ?人总是在试图逃避命运的路上遇上自己的命运。
【优美语句】	 ?在你积极地走向光明时，总有些活在阴暗泥潭里的人想要拽你一把。
【优美语句】	 ?在可爱的电车沿线，除了夏天，禁止入内。
【优美语句】	 ?到目前为止我们所做的一切都不过是不想自己的人生就这样而已。
【优美语句】	 ?我想化作一阵春风，被生活热爱，被岁月歌颂，被你留在身边。
【优美语句】	 ?下了班之后回到家，看见金色的光洒到木质地板上。厨房里飘来米饭淡淡的香气，砧板上放着切好的番茄，筷子在玻璃碗里打蛋发出叮叮当当的声响。这时候从背后抱住那个做饭的人，大概是一天内最幸福的时刻吧。
【优美语句】	 ?我知道昨日是不可追的，可昨日是我唯一拥有的。
【优美语句】	 ?三只猫、一个暖炉、一杯水、一本书，时光在淅沥的雨声中慢下来。
【优美语句】	 ?春天晃一眼就被暑气熏走了。四月的风真真厮磨，处处懒倦，最最像你。揽不住也飘不走，眉眼一抛，吹得人只剩一身软骨头。
【优美语句】	 ?你要身后有力量，前方有希望，心中有爱，才能走的更远呀。
【优美语句】	 ?如果来生成为雪，就能够落到您的肩上了。
【优美语句】	 ?总是期望是你，也总不是你。
【优美语句】	 ?某天，你无端想起了一个人，他曾让你对明天有所期许，但是却完全没有出现在你的明天里。
【优美语句】	 ?千万不要轻易妥协，妥协只是看起来省力了，但是你只要退了一步，哪怕只是小小的一步，就很难再有心气儿往前迈进了。
【优美语句】	 ?再小一点的时候，喜欢把所有的开心都抖搂出去，现在甜甜的心情只想偷偷藏起来，囤起来过冬用。
【优美语句】	 ?我醒来，在初夏的早晨，转头看见你。
【优美语句】	 ?我愿意和生活的不公和解，愿意消化那些委屈和遭受的恶意。只希望自己能变得更好一点，再有力量一点，再幸福一点。
【优美语句】	 ?语文老师曾经说过：你是老师的百分之一，是父母的百分之五十，但却是你自己的百分之百，所以要非常非常努力，去追求自己想要的一切。
【优美语句】	 ?我愿意和生活的不公和解，愿意消化那些委屈和遭受的恶意。只希望自己能变得更好一点，再有力量一点，再幸福一点。
【优美语句】	 ?只因不法的事增多，许多人的爱心才渐渐冷淡了。
【优美语句】	 ?你不在的时候，不曾期待过其他人出现。
【优美语句】	 ?人生偶尔也许也需要一点任性吧，不想坚持的时候，那就不坚持了。
【优美语句】	 ?落在一个人一生中的雪，我们不能全部看见。每个人都在自己的生命中，孤独地过冬。
【优美语句】	 ?准备了千言万语，但到最后都只说给了自己听。
【优美语句】	 ?我想我们的日子都是在星辰里，在田野里，甜美的梦和酒里。
【优美语句】	 ?想到世界上有你这样的人存在，似乎天气也变得明朗起来。
【优美语句】	 ?所有艰难困苦的到来，只是为了成为过去。
【优美语句】	 ?最近体重上升了，绝对没有偷吃，只是把你偷偷放在了心里。
【优美语句】	 ?有时候真想毫无顾忌地颓废一段时间啊，待我整理好自己再重新上路。
【优美语句】	 ?人不能总尽如人意，但可以选择顺自己的意。
【优美语句】	 ?我在你所赠予的风雨里，终于长成了一个大人。
【优美语句】	 ?不管平时再怎么跋扈的人，很难过的时候都想得到一句安慰吧。
【优美语句】	 ?远处是高楼大厦万家灯火，每一扇亮着的窗里，都藏着温暖的小心意。
【优美语句】	 ?随着方便面的最后一口汤进入胃里，那些因你而起的坏情绪，好像都被窗外的雨滴冲刷干净了。
【优美语句】	 ?给我一场安静的雪吧，咯吱作响的雪地靴、温暖厚重的棉袄都不要，我只想要一场带着沧桑凉意的雪。如果还可以更贪心些，我想要从远处走来的，模糊的你。
【优美语句】	 ?这眼能所见的，耳能听闻的不是肩上梅枝，不是山中细雨，不是苦酒山河。而是你，这世间。
【优美语句】	 ?人与人的相遇时常只是交会而过的一点光，一闪而过，即使惜福惜缘如我也有许多无能为力。
【优美语句】	 ?她太害羞了，躲在我心里不肯出来。
【优美语句】	 ?人生是需要妥协的。妥协不是懦弱，是权衡相互矛盾的东西哪一个更重要，然后选择一个，再放弃一个。
【优美语句】	 ?后来发现等待这种事，是有先来后到的。你只有先等到更好的自己，才有更大的概率等到你的意中人。如果没有直达航班，那就坐换乘的列车。
【优美语句】	 ?想要守护的人，想要做的事，喜欢的生活方式，都是前进的动力，努力的意义。
【优美语句】	 ?成长教给我最多的道理就是不要浪费时间在一些徒劳的事情上，它只会在心里慢慢消耗你。未来很长，你是我的遗憾，但终有一个人会是我的未来。
【优美语句】	 ?还是长成了一个不特别的人，遇到很多人 ，告别更多的人，也开始跟自己握手言和。
【优美语句】	 ?我钦佩那些经历了大风大雨还能保留一片赤心的人。
【优美语句】	 ?生命本是宇宙中的一瓣微薄的睡莲，终有偃旗息鼓闭合的那一天。在这之前，我一定要抓紧时间，去看看这四野无序的大地，去会一会英辈们留下的伟绩和废墟。
【优美语句】	 ?温柔的男孩子就像是夏天挂在户外的晾衣架上的被清水洗过的白衬衣。
【优美语句】	 ?都说不爱也是一点一点累积起来的。是否在我越来越爱你时，你在我不知道的日子里一点一点地厌倦我。
【优美语句】	 ?我不知道幸运会不会眷顾我很长时间，但是我已经尝过甜头了，不想失去。我会珍惜现在的一切，只愿拥有的一直在。
【优美语句】	 ?我多想穿越时光的罅隙，看一眼未来的你的生活，是风生水起，还是孤苦无依。可我知道，无论哪一种，都会让我无比难过，毕竟，没有我。
【优美语句】	 ?我想过跟你一蓑烟雨任平生，可后来怎么只剩我一个人既无风雨也无晴。
【优美语句】	 ?有的故事最好的结局不是厮守终生，而是两不相欠，再也不见。
【优美语句】	 ?从此以后，所有的小情绪都笔之于书，将想要和你分享的心情摁倒，炸成灰墟，变成不言不语的平静面孔。因为心里所求所想，实则达不到微末，分毫。
【优美语句】	 ?是一个给个甜头就想要把全世界呈现给你的人，也是一个收到小小冷淡就想藏起所有假装毫不在意的人。
【优美语句】	 小确幸在做好的饭菜里，在减轻的体重里，在亲人的信任里，在爱人的重视里。
【优美语句】	 ?逆风的方向，更适合飞翔， 我不怕千万人阻挡 ，只怕自己投降。
【优美语句】	 ?只愿世间风景千般万般熙攘过后，字里行间，人我两忘，相对无言。
【优美语句】	 ?只有同样经历过无边黑暗的人，才有资格说，我理解你。
【优美语句】	 ?走遍万水千山，得到最初的自己。愿世间温柔的灵魂，都能相遇。
【优美语句】	 ?曾经，我以为我们这一生很长很长，总会爱很多的人，后来才发现，不管时间如何张牙舞爪，光阴如何死去活来，最后你记忆里所能铭记的爱人其实只有两个，一个他爱你，一个你爱他。
【优美语句】	 ?就像起初的相遇一样，从一开始，就像两个遥远的星球，不在同一个轨道运行，即使碰巧交叉，那也不过是一个美丽的错误。
【优美语句】	 ?这个世界上最残忍的一句话，不是对不起，也不是我恨你，而是，我们再也回不去。
【优美语句】	 ?如此情深，却难以启齿。原来你若真爱一个人，内心酸涩，反而会说不出话来，甜言蜜语，多数说给不相干的人听。
【优美语句】	 ?这些年来，离我最近的是你，离我最远的也是你，后来我终于明白，所有的悲欢都是我一个人的灰烬。
【优美语句】	 ?没有谁说过一生只能爱一个人，亦没有谁说过，重新开始是对过去的背叛。
【优美语句】	 ?一个人彻悟的程度，恰等于他所受痛苦的深度。
【优美语句】	 ?一个人自以为刻骨铭心的回忆。别人也许早已经忘记了。
【优美语句】	 ?若我看倦了风景，走累了路。你是否，愿意变成酒色的石头，让我把余生靠一靠。
【优美语句】	 ?每个人一生之中总会藏着一个人，也许这个人永远都不会知道，尽管如此，这个人始终都无法被谁所替代。而那个人就像一个永远无法愈合的伤痕，无论在什么时候，只要被提起，或者轻轻的一碰，就会隐隐作痛。
【优美语句】	 ?当我跨过沉沦的一切，向着永恒开战的时候，你是我的军旗。
【优美语句】	 ?我把我整个灵魂都给你，连同它的怪癖，耍小脾气，忽明忽暗，一千八百种坏毛病。它真讨厌，只有一点好，爱你。
【优美语句】	 ?我从来都无法得知，人们是究竟为什么会爱上另一个人，我猜也许我们的心上都有一个缺口，它是个空洞，呼呼的往灵魂里灌着刺骨的寒风，所以我们急切的需要一个正好形状的心来填上它，就算你是太阳一样完美的正圆形，可是我心里的缺口，或许却恰恰是个歪歪扭扭的锯齿形，所以你填不了。
【优美语句】	" ?公元前我们还太小，公元后我们又太老,没有谁见过,那一次真正美丽的微笑。"
【优美语句】	 ?世界小得像一条街的布景，我们相遇了，你点点头，省略了所有的往事，省略了问候。 也许欢乐只是一个过程，一切都已经结束。
【优美语句】	 ?你没有如期归来，而这正是离别的意义。
